,PlasticTypeGeneral
MB11C04 marine group,0.020166852786956006
SAR116 clade,0.019290845382337433
Marinimicrobia (SAR406 clade),0.016734444936853658
Clade II,0.015658740732895037
Clade I,0.014555386992878911
Rivularia PCC-7116,0.011747162818972158
OCS116 clade,0.011601645545338062
OM43 clade,0.010926072153183693
Phormidesmis ANT.LACV5.1,0.010250174572928669
S25-593,0.01022559632936464
Erythrobacter,0.010064423167948375
AEGEAN-169 marine group,0.00969138239968174
Clade IV,0.009593114295576839
Rhodobacteraceae,0.009389928144692264
NS4 marine group,0.009218130893447928
OM75 clade,0.009113914676523878
unidentified marine bacterioplankton,0.009098274576630185
Sphingomonadaceae,0.008895647672647932
Rhizobiaceae,0.008807235406523724
Clade III,0.008474241325248015
Hyphomonadaceae,0.00843344288551135
Parvibaculaceae,0.008370965323659595
Pseudahrensia,0.00772292319717168
Lentimonas,0.007243646659883949
NS5 marine group,0.007178957863773847
SAR86 clade,0.006900195002679166
Coraliomargarita,0.00686042048812101
SAR116 cluster bacterium REDSEA-S10_B10N8,0.006810278559562305
Pleurocapsa PCC-7319,0.00678402665719728
Flavobacteriaceae,0.006189136822086064
Alphaproteobacteria,0.006161112113617827
Gammaproteobacteria,0.006091096950583566
Micavibrionales,0.006062607391475245
OM190,0.0058132942145016015
Rhodanobacter,0.005800171399353231
Synechococcus CC9902,0.005385521360881241
Loktanella,0.005345423671652038
Planktomarina,0.00531889861869139
Psychrobacter,0.005171678513170087
marine metagenome,0.00509409240915335
Portibacter,0.004975260975633908
Octadecabacter,0.004954499926126354
Alcanivorax,0.004929114361944272
Blastopirellula,0.004823851978231205
SUP05 cluster,0.004619417815619812
DEV007,0.004615067245766493
Arenicella,0.004572166815128823
SAR92 clade,0.004438022751120815
Algiphilus,0.00431501073603847
Saprospiraceae,0.0042991440912975125
metagenome,0.004292946685717957
NS9 marine group,0.00421743652963859
Cocleimonas,0.004180786986856086
Schizothrix LEGE 07164,0.004164596127528805
SAR11 clade,0.00416246851287592
PB19,0.004096252482507939
Sandaracinaceae,0.004087596577468824
SM1A02,0.00408744324843235
Luminiphilus,0.004069749437726254
SS1-B-06-26,0.003994192914830504
Altererythrobacter,0.0038752020214731756
P3OB-42,0.003849769047366034
Alteromonas,0.0037888280799720435
Oleiphilus,0.0037237264129089402
Proteobacteria,0.003664075128276837
Roseibacillus,0.003628752123230366
Algimonas,0.0036049983685818615
Amylibacter,0.003571467476110948
Candidatus Actinomarina,0.0035626577301063945
Ulvibacter,0.0034952121405142783
Lewinella,0.0034419318418485645
Cryomorphaceae,0.003439227043923234
Micavibrionaceae,0.0034024644696848028
Nannocystaceae,0.0033927067226089576
IS-44,0.003391706575060645
Rhodobacterales bacterium JY-7,0.0032432749158794573
Maritimimonas,0.0032341014509319806
Oceanicella,0.0032190691550856073
Magnetospiraceae,0.0031629262307653885
Winogradskyella,0.003081285977481594
Litoricola,0.0030639819403678117
Methylotenera,0.0030606471042957115
Croceitalea,0.003012354353613403
Burkholderiaceae,0.0030061687580038667
Litoreibacter,0.002943027441911905
B2M28,0.0028955390019305897
Sva0081 sediment group,0.0028825489296600295
Muricauda,0.0028818892839208533
Filomicrobium,0.0028222112039383435
NS2b marine group,0.0028118822856506606
Tateyamaria,0.0027822031310359018
Hellea,0.002778819832513248
Ascidiaceihabitans,0.002719564218942705
BD7-8,0.002698790995543205
Woeseia,0.0026378966209596737
Granulosicoccus,0.0025983485953196698
Halovulum,0.0025889178971015606
Ralstonia,0.0025805489947046127
Pseudooceanicola,0.0025761390993254084
Hyphomonas,0.002542755801208338
Schleiferia,0.002529342526433349
Flavirhabdus,0.002525327533706423
Sedimenticola,0.002454219768230075
Thalassospira,0.0024504713206954117
Pirellulaceae,0.00243937602612923
Aquibacter,0.002419040986717579
Hyphomicrobiaceae,0.00241711122797963
Cutibacterium,0.0024140631217090575
Chitinophagales,0.0024116627038627257
Formosa,0.002398912855859696
Robiginitomaculum,0.0023967180112184545
Chthoniobacterales,0.0023873164427051135
Sulfitobacter,0.0023780711759255877
Pseudofulvibacter,0.0023675557596961965
Oxyphotobacteria,0.0023074241848182906
Thalassobaculales,0.0023003412503859056
Halieaceae,0.00229851682805634
Aurantivirga,0.0022947255035725613
Marine Methylotrophic Group 2,0.0022807142899335755
Tenacibaculum,0.002273414345175018
Anderseniella,0.0022682106389147294
Actinomarinales,0.0022424047153402917
AT-s2-59,0.0022279022060772685
Bacteroidetes BD2-2,0.002223047349414747
Sphingorhabdus,0.0022216834881722413
Desulfobulbaceae,0.002200839240053158
Marinicella,0.0021921262984814596
Idiomarina,0.0021675284695938223
Marinobacter,0.0021561337098157806
Ruegeria,0.0021353883723972595
Flavobacteriales,0.002117567031841371
Microbacterium,0.0021139661021786836
Dokdonia,0.002087897106814454
Rhodospirillales,0.0020759670235704123
Roseovarius,0.0020509087801942323
Roseobacter clade NAC11-7 lineage,0.0020472179813477835
Maribacter,0.0020466507580138623
OM60(NOR5) clade,0.0020457886506687656
Prochlorococcus MIT9313,0.002042146672168227
Planctomycetes,0.002027197687354938
Parvularcula,0.002002005639060417
Rubidimonas,0.0019968214419691667
Maricaulis,0.0019896430047246214
Hyphobacterium,0.0019772477030446166
Pseudohongiella,0.001960765535419174
Sva0996 marine group,0.0019498319743611653
Vibrio,0.0019406396041078946
Aquabacterium,0.001922911401804256
Fluviicola,0.001913825047439267
Crocinitomix,0.001908306945781829
Ilumatobacter,0.0018998516750449927
Parvularculaceae,0.0018495900242952868
Acrophormium PCC-7375,0.0018492184561344945
Thiotrichaceae,0.0018344137071849105
mucus bacterium 80,0.0017844442900420442
BD2-11 terrestrial group,0.0017781429716271766
Thiogranum,0.001758921246535488
IheB2-23,0.0017513408691941176
Rubritalea,0.001747064133778486
