ASV,Importance
d7ad1bae995487781d84990fb7757f83,0.011481239740479885
b6f37ff79e5c506a40bbf61f5c3beb13,0.011167601246262367
1bf6d6f0e139ee65d4c58ce19be2a1b9,0.009813467802671835
89ca3d682a62714cd0ae968734945e74,0.009220356089968467
76990f500f42d2aa3b3ea384d8de9d55,0.008687301735510886
fba3a1a4149bf309476e3d147e77efe7,0.007588025966731997
80e70001cfe9984ac9b29ea25f87893e,0.00729609994321507
8cb56911a2b9040f6b9db974003bf1a4,0.006589997768517051
2ff0e64636a0f6d6852c914c9d3d48a8,0.006424135035082701
dff73b641fd3a9c803336297085b3f2b,0.006274632360118442
ddc675e112b72bef9bd8bbdd384c64f6,0.006227630651071958
d9f3ed1d204f6c5b1500ca3557dc99d2,0.006026130308000231
1b9fdf68f1cd9ebceda98b78498c2bd9,0.005879236591070459
c67744b93c1aac731ad718596675f25e,0.005659577926998587
c48b7d873d2ef0dbafae9cdb98ae6e03,0.005370549037037698
a736bf8aab84f65b0a7e2cb20966b40f,0.005272329153403639
054177777faf6e7f44c8f614abcb2be1,0.005080595251095864
a4b5a0b7035aa2b3c68b10ef368a133e,0.005074927756492013
a0d326398c7d619365ab7fd5b8f712fd,0.0049265855201706624
ab3c8788d244ad9a77a7a48ae03ad6d3,0.004852302082483353
99b704bfc00a03bb2e47fa90e5c4b896,0.004841527220764679
786593057fd4c35265837a0fbc2df481,0.00470816797857529
d065280abc30073ba8c3501eba41f1e9,0.004703730525654466
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.004696107298539267
723d06bab6225f80c683c38c5610799b,0.004619525483619795
a13ed1847acacc06afbc007429abc72f,0.004512825904277663
8c7ceee5ea67170af32563717c6831f4,0.004408565689563118
c9bc1b285751f2b5cc950f14d98e295b,0.004332792667880967
eebac1ea6be5626296f86b16cde31b66,0.004214019332506001
21727ccd141928cbe5fdb2455387024a,0.004172101349521583
13d7754a56b77b903ad8e14a106a6821,0.004119004011331098
c9869c8ee11c511d2adf4a495d12d553,0.004087651097230831
e538267ceb8465a6e2ddde24c27f959a,0.003927949162213261
09281c85adbf0aaf3aa3b71f8974b86e,0.003877477673689679
9ae4e592d2dd081e2781c7fbe8f120c0,0.003859893940976218
aa484336a6905271653212c83ec98b32,0.0038309428609926443
4ae579c75eec9259b3674015d5ddd1f2,0.003742262152444185
3ec2a90e4dfc3ded1360e0523bf1b6be,0.0037174833592884247
300763d703ddc07d5019a4880f30f9d2,0.003608387155993301
a3014556d1a0863de612649d85d02a6b,0.0035110862120554536
46c82feed07a3969e6b59b9b9c55df0a,0.003418948405956967
1f42e44d0ce431bdae549c20dba107cb,0.003393023601375785
53ab997fdc9a39be6708d429846d78a5,0.0033887821320151474
fb5d33e9375e4d1640c7eaf9ce9ea7ed,0.0033427387806179583
3ffebfa804ae7834b31e9eb7b202727c,0.0033291121638256995
a4e3c97625955756b2c376c045a2f3aa,0.003295085611714449
0328fff7c9115a59bceb50f33d2e4068,0.003280333357302747
1fd240369f7a00b5b3b03f31e7e84a23,0.0032728035721357345
60c5874530fb102c40f246e7b59cad1b,0.003256348507186558
0f2701a96db5109718919e1d0c5cf87f,0.003187452215104617
efb93ae3655fd3571534f46e32f7635a,0.00315989140923366
8ceae18ee0348d694b1a6f77def3b22e,0.0031050921939331996
eb5715f45c1627d182ef8c5a2c6b1157,0.0031038414506599343
17105e4f13a4f051c5116fe72f03fee8,0.0030521865156956877
80510e6f36a63fba3b00643cbe719b6e,0.003049249845556727
ddf7062f0e9d6c6373601f72a1eb6291,0.0028672886911582916
20ada5c0fa2722151f9039d1896592e8,0.0028593947666179695
70154c5195f47b59d183ea946c55b082,0.0028517595577164114
5f8787df701122c9fdc43a24dd36e1d9,0.002849029182004963
489f0484fd56fcabe46588683cca152f,0.0028178906955332655
36948bac9d861c4b1622e86f819a9792,0.0028168468447541087
9cfa52be027c8fa57d197b21dd7a958c,0.0028092292301234822
248e378142afce76513ec5e43dd36417,0.002786852650232611
ef8ca82d1e8c6d13b2f5bc37ec28d7f7,0.002758950088310021
a4e7c4029a5970db9ae5de9cb1b8ced9,0.0027584572123645
2191a03af1b639ae410ef259dc0744df,0.002717729232177252
ea2d416a98cb541a0e113af77b93e0ba,0.0026956480009189374
c617feeabd94d8a940cea014e063ce32,0.002695121346939935
0ca2eb01c2e69f3b10c46f06b0d5c236,0.00266510451608473
c4f7f7d843eca4862537b5052067f2bb,0.0026046855549676567
b2aea099c27be2dde5f339fe4ea0ffd4,0.0025987644407818263
f2a714d8359b9189946325a8f81ba346,0.002562542779762719
f7d71c2b22658dfae800bb4c7afac535,0.0025572147430034317
e4304c9496921fcf8a88c1ef30dfd0eb,0.0025302681267101667
a86c17aba4bf3934fa4101f35035001e,0.0025118127269912484
110b5e349203691b4231003c56f44050,0.0024892185718352238
cc435806c462b0085079dec803d57bfe,0.002469761608398082
dc1f113c270b8457a25cdcaaed038082,0.002448346223739597
54c5162439d2d1c970aa53ae1209bc72,0.002412330211906818
b449f5066387be07ee577a95585d45ca,0.0023530339786213368
faa990e074434ea5a99af08be919f62e,0.0023191313718742414
