,PlasticTypeGeneral
Marinimicrobia (SAR406 clade),0.022590854737028068
Clade II,0.020449476694512757
SAR116 clade,0.020264201081581883
Rhodobacteraceae,0.016347220109733933
Clade I,0.015631273510965226
Puniceicoccaceae,0.015450033871552062
OCS116 clade,0.013349419060520588
AEGEAN-169 marine group,0.01278371236483973
S25-593,0.01277753058223392
Nostocaceae,0.010919256802236219
Phormidesmiaceae,0.0105260715961103
Sphingomonadaceae,0.009692812697385901
Magnetospiraceae,0.009468221916018562
Hyphomonadaceae,0.00912670178287043
Clade IV,0.009056568925944032
Rhizobiaceae,0.00904834427051548
Alphaproteobacteria,0.008588031058378713
Flavobacteriaceae,0.008479213832991439
Methylophilaceae,0.008416925117748844
Clade III,0.00835759045498511
Micavibrionales,0.00831861204830871
Nisaeaceae,0.008239494348849874
Cyanobiaceae,0.008165984046351743
NS9 marine group,0.008055146791557149
Arenicellaceae,0.008054982148959024
Porticoccaceae,0.008039764108738382
SAR86 clade,0.007993279608315947
Xenococcaceae,0.006441180344955664
Phycisphaeraceae,0.006380140471574177
Parvibaculaceae,0.006185099929889671
PB19,0.006182478609359825
Saprospiraceae,0.006163004895789807
P3OB-42,0.0059091275475370054
Gammaproteobacteria,0.005767799209803404
Rhizobiales Incertae Sedis,0.005590912394550846
unidentified marine bacterioplankton,0.005470264408254042
Parvularculaceae,0.005457761036685334
Sandaracinaceae,0.005353090391300957
Desulfobulbaceae,0.005062465842828049
Nitrosopumilaceae,0.004901694387934665
DEV007,0.00489450135898614
AT-s2-59,0.004869627119910116
SAR11 clade,0.004852826021503269
Alteromonadaceae,0.004836284938607263
Planctomycetes,0.0048180141258147065
Actinomarinaceae,0.0046883744152668855
Synechococcales Incertae Sedis,0.004649817197709694
Planococcaceae,0.004640448342472125
Schleiferiaceae,0.004605069193621407
SS1-B-06-26,0.0045509932570164035
Dadabacteriales,0.004527284138352547
OM190,0.004467282679096266
Thermodesulfovibrionia,0.004434505642674531
Saccharospirillaceae,0.004427639961279438
NS11-12 marine group,0.004400948611149017
Pirellulaceae,0.0043783334030788575
Woeseiaceae,0.004328699150356903
Cryomorphaceae,0.004295239979868903
Alcanivoracaceae,0.004283369840165036
Moraxellaceae,0.004213013772435896
PAUC43f marine benthic group,0.004166184750207412
Litoricolaceae,0.004156663548277657
Spongiibacteraceae,0.004108932262709035
B2M28,0.004102305979008004
Cellvibrionaceae,0.004085508683166856
Micavibrionaceae,0.004035433001616209
Nannocystaceae,0.004020452823713257
Oleiphilaceae,0.0039864041015837785
Propionibacteriaceae,0.0039750464278880205
Ilumatobacteraceae,0.003935626835918792
Thioglobaceae,0.003915237174311973
Burkholderiaceae,0.0038806401235982426
Desulfobacteraceae,0.0037624896498476643
Subgroup 9,0.0037511199290984924
Crocinitomicaceae,0.0037263158135686122
Pseudohongiellaceae,0.0036904430887679807
Hyphomicrobiaceae,0.003639809238709738
Actinomarinales,0.0035669989903982656
Marinobacteraceae,0.0035278746087378915
Rubritaleaceae,0.0034865973099435627
Microbacteriaceae,0.0033978683549170077
Subgroup 21,0.003396142730576144
Oxyphotobacteria,0.0033657765351138877
Nitrosomonadaceae,0.0032908294821247406
Thalassospiraceae,0.0032499856642340926
Chthoniobacterales,0.003196297116584315
marine metagenome,0.003191635626865967
Sphingobacteriaceae,0.003174272547489615
Rhodanobacteraceae,0.0031687333894146845
Sulfurovaceae,0.003117969030120302
Pseudomonadaceae,0.0031113909250908116
Kiloniellaceae,0.003110848506022632
0319-6G20,0.003110541361202689
Flavobacteriales,0.0031062720725786824
Microtrichaceae,0.0030958347795221894
Vibrionaceae,0.0030633021892774405
EF100-94H03,0.0030472115996106456
Alteromonadales,0.003021311315035518
EPR3968-O8a-Bc78,0.003007377290477884
hydrothermal vent metagenome,0.002952199425913984
NS7 marine group,0.0029381621664281155
Bacteroidia,0.002931515017898254
Halieaceae,0.0029192871025781916
Halomonadaceae,0.00289803768957399
Thalassobaculales,0.0028935826492411452
Brevibacteriaceae,0.0028850280772058207
Kordiimonadaceae,0.0027744966586225155
Idiomarinaceae,0.002762453439758422
Sva1033,0.002759192774758479
Proteobacteria,0.002678637046287736
Rhizobiales,0.0026758253001452296
SB-5,0.0026730116533868627
Nitrosococcaceae,0.0026574915534884995
Ectothiorhodospiraceae,0.002655756723849608
Chitinophagales,0.0026241471180555712
Deltaproteobacteria,0.0026212619706062587
BD7-8,0.0025821122149981527
Gimesiaceae,0.0025733232818146165
Calditrichaceae,0.002545271554835275
Beijerinckiaceae,0.002540902104962205
PS1 clade,0.00248617437290373
KI89A clade,0.002430790685405052
Chromatiaceae,0.0024122735295695617
Stappiaceae,0.0024052966452680173
Fusobacteriaceae,0.0023841916519822173
Nitrospiraceae,0.0023584768312917307
Rhodospirillales,0.0023583197691232176
Cyclobacteriaceae,0.0023576683044118137
Thioalkalispiraceae,0.0023523034193911187
Staphylococcaceae,0.002348642602906983
Thermoanaerobaculaceae,0.0023340906725284674
Unknown Family,0.002326596722140517
Tenderiaceae,0.0023213683552625744
Algiphilaceae,0.0023200974808438154
Betaproteobacteriales,0.0022907704765710688
Rhodothermaceae,0.0022868402706673037
Nitrincolaceae,0.0022604224078091612
Rubinisphaeraceae,0.0022410007418483427
Kiritimatiellaceae,0.0022389038545750904
Rhodopirillaceae,0.0022292791720244396
Colwelliaceae,0.002219394485504376
SAR324 clade(Marine group B),0.0022048797513082303
PeM15,0.002196291626289852
Pedosphaeraceae,0.0021920454215841904
Balneolaceae,0.0021854364890574007
WPS-2,0.0021612733194371907
Puniceispirillales,0.0021503190983721927
Thiotrichaceae,0.002144185919280499
Planctomycetales,0.002123564070198827
Caldilineaceae,0.0021180526002955585
Myxococcales,0.0020794074476996023
Thiohalorhabdaceae,0.0020750328457016646
NB1-j,0.002072510536650775
CCM11a,0.0020605892373967948
UBA10353 marine group,0.0020525313949366526
Sva0485,0.0020445051356473205
Bdellovibrionaceae,0.002025264808834207
Syntrophobacteraceae,0.002018772536182967
Microtrichales,0.0019965696787438408
Bacteroidetes BD2-2,0.0019849844215908664
OM182 clade,0.0019443338284593358
Bradymonadales,0.001929825392787677
Oceanospirillales,0.001869406057246068
BD2-11 terrestrial group,0.0018601027000834448
Entotheonellaceae,0.0018563034367083235
Kangiellaceae,0.001849546489054551
Gemmataceae,0.001828889939505159
Polyangiaceae,0.0017897416760185181
Arctic95B-14,0.0017664861030998423
Family XII,0.0017633388044322393
BD7-11,0.001706824916928168
Pla3 lineage,0.001690293187828512
Blastocatellaceae,0.0016887412576196584
Subgroup 22,0.0016690855118414484
Bacteriovoracaceae,0.0016622782712200962
Rickettsiales,0.0016584546162697405
Anaerolineaceae,0.0016544335955165355
Methyloligellaceae,0.0016380208662503419
Arcobacteraceae,0.0016349320086579647
Sedimenticolaceae,0.0016324498287621355
Desulfuromonadaceae,0.0016163563351511171
Enterobacteriaceae,0.0016141129306738845
Midichloriaceae,0.0015953550757195128
Endozoicomonadaceae,0.0015771343586843329
Caulobacteraceae,0.0015117107858665271
Sneathiellaceae,0.00150215657674047
Rhodovibrionales,0.0014943400883294627
Rickettsiaceae,0.0014930910234558195
bacteriap25,0.0014864265100224055
Xanthomonadaceae,0.0014520289440379179
Caulobacterales,0.0014129734509341079
Methylomonaceae,0.0013885607546142286
Blfdi19,0.0013662064456643175
Intrasporangiaceae,0.0013463576675684496
Oligoflexaceae,0.001344131232715482
PHOS-HE36,0.0013420478697262035
Gaiellales,0.0013232398628327158
Carnobacteriaceae,0.0013220191557559078
Obscuribacterales,0.001299813893945547
vadinHA49,0.001292812243354368
VHS-B4-70,0.0012872744105226622
Ardenticatenales,0.001264079925740404
Bacillaceae,0.0012549208363132813
