,PlasticTypeGeneral
Flavobacterium,0.026011757
Beijerinckiaceae,0.010780572
Dechloromonas,0.015582767
Arcobacter,0.026129808
Aquabacterium,0.011114659
Candidatus Accumulibacter,0.015755856
Pirellula,0.006687775
Mycobacterium,0.025369284
Rhizobiaceae,0.018934502
Alphaproteobacteria,0.00734706
Pseudomonas,0.010883979
Chthoniobacter,0.011045921
Chitinivorax,0.019959328
Arenimonas,0.011038481
Micrococcaceae,0.013447989
Sphingomonadaceae,0.008418404
Burkholderiaceae,0.013230375
Sphingomonas,0.01490572
Aeromonas,0.016191119
OLB12,0.010732135
Sediminibacterium,0.014435493
Rhodocyclaceae,0.010563473
Rhodobacteraceae,0.007772656
Zoogloea,0.009430503
Rheinheimera,0.008451471
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.008003993
Pseudarcicella,0.013678103
Rhodoferax,0.006924956
Undibacterium,0.009542046
Thiothrix,0.010004192
Lentimicrobiaceae,0.005593138
Thiobacillus,0.005589059
Cellvibrio,0.011419563
Methylophilaceae,0.012041235
Fluviicola,0.015566671
Delftia,0.006117301
Candidatus Limnoluna,0.009374769
Saprospiraceae,0.005977691
Candidatus Aquirestis,0.005964089
Pirellulaceae,0.0023959
Klebsiella,0.012430171
Steroidobacteraceae,0.007877568
Polynucleobacter,0.008713553
NS11-12 marine group,0.009353594
Acinetobacter,0.005359038
Chitinophagales,0.007232533
Nitrospira,0.005832409
Stenotrophomonas,0.007080603
Nitrosomonas,0.003646546
Devosia,0.001130237
Planococcaceae,0.001811596
Sandaracinaceae,0.003585926
Haliangium,0.004139234
Armatimonas,0.005574746
Rhizobiales Incertae Sedis,0.004354928
Ferruginibacter,0.003791531
hgcI clade,0.005677198
Porphyrobacter,0.004788593
Cupriavidus,0.007758556
Sphaerotilus,0.001551183
Crenothrix,0.003224705
Algoriphagus,0.005123053
Betaproteobacteriales,0.004610851
NS9 marine group,0.004904787
Hirschia,0.001623375
Vogesella,0.004465291
Deefgea,0.006831216
Reyranella,0.004405615
Xanthomonadaceae,0.009845017
Clade III,0.004597291
Dinghuibacter,0.003794973
Methylomonaceae,0.002400694
Paracoccus,0.003305869
Prolixibacteraceae,0.004533769
Immundisolibacteraceae,0.005144006
Candidatus Planktophila,0.006295897
Halomonas,0.006509948
Tumebacillus,0.000968067
Oceanobacter,0.004849802
Methylotenera,0.00471307
[Agitococcus] lubricus group,0.008441523
Subgroup 6,0.003081669
Lacihabitans,0.00580724
Terrimicrobium,0.00204741
OPB56,0.002864683
Microscillaceae,0.004705953
Sporichthyaceae,0.006639146
Microbacteriaceae,0.003594437
Nannocystaceae,0.003315887
Shewanella,0.004288677
PHOS-HE36,0.002300002
OM60(NOR5) clade,0.004917473
Brevifollis,0.001183913
Alkanindiges,0.003486114
Intrasporangiaceae,0.002704736
Denitratisoma,0.004043025
Dokdonella,0.002376298
Clostridium sensu stricto 1,0.005576859
ST-12K33,0.005163938
Haliscomenobacter,0.002832382
Chitinibacter,0.003565546
LiUU-11-161,0.003491706
Cetobacterium,0.007339568
Desulfovibrio,0.004842128
Aquimonas,0.005452441
Methyloversatilis,0.002401335
Methyloglobulus,0.000477906
