,PlasticTypeGeneral
Flavobacterium,0.026188075
Dechloromonas,0.016734566
Beijerinckiaceae,0.009590431
Micrococcaceae,0.016734137
Chitinivorax,0.019441554
Rhizobiaceae,0.017811139
Sphingomonas,0.011790423
Rhodocyclaceae,0.011428527
Arenimonas,0.011571424
Chthoniobacter,0.009509324
Burkholderiaceae,0.013703198
Mycobacterium,0.019851588
Aquabacterium,0.009645709
OLB12,0.013159203
Cellvibrio,0.00975233
Pirellula,0.005515711
Alphaproteobacteria,0.009255918
Candidatus Accumulibacter,0.015739517
Pseudomonas,0.012063487
Arcobacter,0.019147482
Rheinheimera,0.008348602
Sphingomonadaceae,0.012369789
Aeromonas eucrenophila,0.014563641
Pseudarcicella,0.014641025
Sediminibacterium,0.011673026
Stenotrophomonas,0.005261826
Rhodobacteraceae,0.009088796
Delftia,0.00688946
Rhodoferax,0.00748317
Cupriavidus,0.00631059
Methylophilaceae,0.014104122
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.009062
Candidatus Limnoluna,0.007915567
Undibacterium,0.007619978
Thiobacillus,0.005912338
Flavobacterium sp. HME6421,0.007114396
Zoogloea,0.009530356
Polynucleobacter,0.007881771
Candidatus Aquirestis,0.003960562
Arcobacter cryaerophilus,0.009933171
Chitinophagales,0.005409489
Saprospiraceae,0.006216219
Fluviicola,0.009024602
Klebsiella,0.008596207
Haliangium,0.003879902
Nitrosomonas,0.005314722
Algoriphagus,0.005818992
NS11-12 marine group,0.007885158
Acinetobacter,0.005235685
Lentimicrobiaceae,0.007570525
[Agitococcus] lubricus group,0.008911576
Pirellulaceae,0.001843465
Clade III,0.003909295
Armatimonas,0.004678281
Thiothrix,0.009838236
Devosia,0.001309763
Rhizobiales Incertae Sedis,0.003275969
Nitrospira,0.005500033
Porphyrobacter,0.006435945
Planococcaceae,0.001524954
Betaproteobacteriales,0.004428451
actinobacterium SCGC AAA023-D18,0.00570756
Vogesella,0.004009942
Steroidobacteraceae,0.007742282
Deefgea,0.006316166
Microscillaceae,0.004718994
Hirschia,0.001204945
NS9 marine group,0.003981916
Crenothrix,0.003737443
Methylotenera,0.004643321
Prolixibacteraceae,0.003710801
Sporichthyaceae,0.006790691
Lacihabitans,0.006111825
Candidatus Planktophila,0.004224979
Dokdonella,0.003461026
metagenome,0.003683095
Polynucleobacter cosmopolitanus,0.00799782
Xanthomonadaceae,0.008059373
Reyranella,0.005302507
Terrimicrobium,0.002793866
Dinghuibacter,0.003979006
Denitratisoma,0.006309421
Exiguobacterium,0.000708035
LiUU-11-161,0.003980584
Microbacteriaceae,0.005071586
Immundisolibacteraceae,0.003815634
Cetobacterium,0.003987375
Shewanella,0.003906966
PHOS-HE36,0.00384115
OM60(NOR5) clade,0.005055615
Paracoccus,0.002710345
Sandaracinaceae,0.00333757
hgcI clade,0.003709478
Alkanindiges,0.00300865
Pseudomonas sp. TN12,0.004194633
ST-12K33,0.004621519
Thermus,0.002070511
SWB02,0.00124606
Desulfovibrio,0.004285536
TRA3-20,0.003686711
Hypnocyclicus,0.002671403
Gracilibacteria,0
[Desulfobacterium] catecholicum group,0.003853754
Ferruginibacter,0.003607574
Haliscomenobacter,0.002903324
Rivicola,0.00281587
Bradyrhizobium,0.002785574
Clostridium sensu stricto 1,0.005312675
Sphaerotilus natans subsp. natans,0.001657558
Oceanobacter,0.004471735
Methyloversatilis,0.003276504
Verrucomicrobiae,0.003389705
Aquimonas,0.005433505
Tumebacillus,0.000942359
Cloacibacterium,0.003932199
env.OPS 17,0.002357028
Cryomorphaceae,0.003365204
Thauera,0.003898232
NB1-j,0.004510969
Brevundimonas,0.00043819
Candidatus Methylopumilus,0.003338709
Methyloglobulus,0.000401903
Brevifollis,0.000295574
C39,0.001948288
Gammaproteobacteria,0.001260125
Solitalea,0.002744657
Microtrichaceae,0.000253484
KD4-96,0.002797066
Polyangiaceae,0.002053121
Intrasporangiaceae,0.002716207
OPB56,0.00275774
Cenchrus americanus,0.000946479
Calothrix sp. PCC 7103,0.000415953
Bacteroidetes vadinHA17,0.003995437
Nannocystaceae,0.002775745
Sphingorhabdus,0.002111683
Chitinibacter,0.003739269
AAP99,0.002864866
Erysipelothrix,0.002908357
Hyphomonas,0.000919905
Azospira,0.003026556
OLB14,0.004978531
Acetobacteroides,0.00301377
Thiothrix eikelboomii,0.00286717
Planktothrix NIVA-CYA 15,0.004313853
Clostridium sensu stricto 8,0.003182461
BD1-7 clade,0.003056994
Chryseobacterium,0.001509223
Trichococcus,0.002282864
Bosea,0.002930353
Escherichia-Shigella,0.000439342
Microcystis PCC-7914,0.002409279
PB19,0.003301792
Tychonema CCAP 1459-11B,0.002395234
Methylomonaceae,0.002820059
Azospirillum,0.002943525
MWH-UniP1 aquatic group,0.002551224
Subgroup 10,0.003136684
Propionivibrio,0.002715026
Propionispira,0.002964557
A0839,0.001028991
Jeotgalibacillus,0.000295456
Ellin6067,0.001123906
Chryseomicrobium,0.000281641
37-13,0.00148886
Subgroup 6,0.002389604
A4b,0.000238626
Cyanobium PCC-6307,0.00181014
Sulfurospirillum,0.00310013
Unknown Family,0.001650519
Luteolibacter,0.001419544
KD3-93,0.001870335
Pseudoduganella,0.00180955
SBR1031,0.001957949
Flectobacillus,0.002048935
PeM15,0.002801633
Neisseriaceae,0.00048527
Pseudorhodobacter,0
Sphingopyxis,0.001017943
Aquabacterium citratiphilum,0.001228349
Staphylococcus,0.000616036
Roseiflexaceae,0.000637525
Fluviicola sp. YS 1.2.4,0.001044029
Bradymonadales,0.002316773
Perlucidibaca,0.000361203
Sphingobium,0.000544312
Rhodoluna,0.001419269
Elsteraceae,0.000774121
Pedobacter,0.000678528
Sulfurifustis,0.001566377
Lacibacter,0.000348441
Ruminococcaceae,0.000588219
Kouleothrix,0.001414904
Caulobacter,0.000251191
Hyphomicrobiaceae,0.000148512
Methylobacterium,0.0009973
Formivibrio,0.000780034
Gordonia,0.002012822
Polymorphobacter,0.000949102
