,PlasticTypeGeneral
marine metagenome,0.0147578
Methylacidiphilaceae,0.012694293
LD29,0.013405941
Isosphaeraceae,0.009674908
MWH-UniP1 aquatic group,0.011091622
Flavobacteriaceae,0.01706847
Candidatus Aquirestis,0.01196771
CL500-3,0.010427448
Terasakiellaceae,0.008740755
Croceitalea,0.001116175
Muricauda,0.00356451
Methylotenera,0.005701478
Cyanobium PCC-6307,0.010008777
Pseudohongiella,0.006737891
Pseudomonas,0.013279702
Burkholderiaceae,0.011361239
Rhodobacteraceae,0.012374373
Flavobacterium,0.015053279
Prosthecobacter,0.008805056
Spongiibacterium,0.000338237
Mycobacterium,0.011205494
Brevundimonas,0.011620143
Vitellibacter,0.002829933
Sphingomonadaceae,0.009097637
Saccharimonadales,0.002429032
Pseudanabaena PCC-7429,0.006176196
hgcI clade,0.005953956
Aquimarina,0.00021474
Sphingobium,0.007712929
Methylophaga,0.003912539
Verrucomicrobiaceae,0.002659168
metagenome,0.009622085
NS9 marine group,0.008359879
Rubinisphaeraceae,0.008305395
Acinetobacter,0.009248203
Saprospiraceae,0.007940906
CL500-29 marine group,0.006611567
Aphanizomenon NIES81,0.003625432
OM190,0.008171084
Tistrella,0.004607867
Flavobacterium sp. HME6421,0.002654419
Hyphomonas,0.008442468
Marinomonas,0.00562383
Albirhodobacter,0.004616452
Snowella 0TU37S04,0.004709939
SAR92 clade,0.004075295
Candidatus Nitrosopumilus,0.002968365
Rheinheimera,0.007301423
Alteromonadaceae,0.006062063
Leeuwenhoekiella,0.004411672
Bdellovibrio,0.003601834
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.005832761
Shewanella,0.007478968
Aphanizomenon MDT14a,0.002720195
RS62 marine group,0.006435354
Nodularia PCC-9350,0.003288126
SAR324 clade(Marine group B),0.006680904
Terrimonas sp. 16-45A,0.002277774
Gammaproteobacteria,0.009425533
Gimesiaceae,0.006181765
Devosia,0.00607558
Bradymonadales,0.004707378
Aquabacterium citratiphilum,0.002700438
Hydrogenophaga,0.00425288
Thalassospira,0.003281957
Terrimicrobium,0.005511322
actinobacterium SCGC AAA023-D18,0.004495588
Microbacteriaceae,0.007172613
Pirellulaceae,0.005747267
Vibrio,0.004834364
Flavobacterium sp. B202,0.002262301
Bacteriovorax,0.00256548
Bdellovibrio bacteriovorus,0.002661798
Algoriphagus,0.005342445
Candidatus Limnoluna,0.005373676
Halieaceae,0.006308577
Deltaproteobacteria bacterium SKP-2,0.00387264
Sporichthyaceae,0.006849032
Caulobacter,0.002368906
Pseudoxanthomonas mexicana,0.00218037
Cryomorphaceae,0.005181587
Woeseia,0.000136079
Fluviicola,0.00727199
Dadabacteriales,8.43E-05
Chitinophagales,0.005271729
SM1A02,0.004709482
NS11-12 marine group,0.005958508
Lewinella,0.005845759
Flavobacteriaceae bacterium HG732,4.46E-05
NS3a marine group,0.004503332
Proteobacteria,0.002952907
Chryseobacterium,0.002824525
Bacteroidia,0.004987743
Neptunomonas,0.003331539
Maritimimonas rapanae,7.73E-05
CK06-06-Mud-MAS4B-21,0.004295593
Luteolibacter,0.005476793
Roseivirga,0.00450087
Sphingorhabdus,0.003939134
Salinirepens,0.004515744
Candidatus Planktophila,0.003708706
Aquabacterium,0.004922271
Betaproteobacteria bacterium LSUCC0112,0.003270489
Nitrosospira,4.89E-05
Ruegeria,7.55E-05
OM27 clade,0.005282581
Pseudoalteromonas sp. BS6_78,0.004129538
Sphingobacteriaceae,0.002383356
Pedosphaeraceae,0.003924832
AEGEAN-169 marine group,0.004118083
Pseudoalteromonas,0.004511387
Robiginitalea,0.004217819
Bacteroidetes bacterium RBE2CD-54,0.001460278
Nisaea,0.001676062
Blastopirellula,0.004430866
Peredibacter,0.002303932
DEV007,0.005372794
Urania-1B-19 marine sediment group,0.003238984
Alcanivorax,0.003967574
Arcobacter,0.004646207
BD2-11 terrestrial group,5.66E-05
Crocinitomix sp. 0182,0.004458712
SAR116 clade,0.00244805
OM43 clade,0.004237696
SAR86 clade,0.004016488
Delftia,0.002932907
OM182 clade,0.003843139
Cellvibrio,0.005365286
Ulvibacter,0.002378848
Deltaproteobacteria,0.002039403
JG36-TzT-191,0.00374914
Oceanobacter,0.002838132
Saccharospirillaceae,0.002682442
Rhodopirellula,0.003651603
Namhaeicola litoreus,0.006534553
Bradyrhizobium,0.002372655
Pirellula,0.00437472
Lutibacter,0.002595298
Stappiaceae,0.005804562
NS5 marine group,0.003704873
Cloacibacterium,0.001544054
Stappia,0.002701995
SAR11 clade,0.002163763
Thalassotalea,0.001174886
Magnetospiraceae,0.002512709
Bythopirellula,1.93E-05
Synechocystis PCC-6803,0.002234181
Candidatus Megaira,0.003713312
Hyphomonadaceae,0.005419025
Microbacterium,0.002525186
BD7-11,0.002109738
Maribacter,0.002460465
Pedobacter,0.006044175
Hoeflea,0.00382897
Alteromonas,0.002333707
Thiothrix,0.003332063
Clade III,0.002093773
Phenylobacterium,0.003214321
Aquimonas,0.003483749
Legionellaceae,0.002561797
Saccharina japonica,0.000230492
Caldilineaceae,0.003458582
Trichococcus,0.00154956
Sphingomonas,0.002560989
Silvanigrella,0.002729977
Flavobacteriaceae bacterium LE20,0.002559571
CCM11a,1.39E-05
Planktomarina,0.00219719
Aquicella,3.56E-05
Sediminicola,0.001736749
Francisellaceae,0.001743289
Haliangium,0.000812345
Undibacterium,0.001850964
Enterovibrio,0.001144715
Arenimonas,0.001644771
Wandonia,0.003008359
Phyllobacterium,0.000886766
OM60(NOR5) clade,0.003145324
Algoriphagus sp. am2,0.003256701
Limnobacter,0.002567571
Colwelliaceae,0.001431728
Streptococcus,0.000942312
Psychrobacter,0.002157678
mle1-27,0.002243935
Pir4 lineage,1.47E-05
Aeromonas eucrenophila,0.003474918
Ilumatobacter,0.003466793
Mesorhizobium,0.00155685
Lutimonas,0.00326396
Lacihabitans,0.003185574
Sva0996 marine group,0.000403568
Alphaproteobacteria,0.000104848
Paraglaciecola,0.001251837
Spongiibacteraceae,0.002627338
Thiohalophilus,1.41E-05
Midichloriaceae,0.001422081
Formosa,0.000679966
Caulobacteraceae,0.002527417
Holosporaceae,0.001559199
Maribacter aestuarii,1.53E-05
Rickettsiaceae,0.001633148
Clade Ia,0.001191915
Halomonas,0.001575159
Kordiimonas,0.000944889
Ectothiorhodospirales,1.12E-05
Microtrichales,0.002180295
Tenacibaculum,0.000685414
Stenotrophomonas,0.000860028
Oceanospirillum multiglobuliferum,0.000910528
Sphingopyxis,0.000905272
Gaetbulibacter,0.002482866
Ralstonia,0.000677762
PeM15,0.00095011
Runella,0.000564479
Oligoflexaceae,0.001098699
Rubritalea,0.001222132
Pseudahrensia,1.00E-05
NB1-j,0.000349347
Cellvibrionaceae,0.002174428
Schleiferia,0.002323813
Blfdi19,0.001128019
Leisingera,0.000630216
Desulfobacteraceae,0.001753686
Bosea,0.000950679
Verticia,0.001739959
Microtrichaceae,0.000637035
Catenovulum,0.000774163
Flavobacteriales,0.002187177
Devosiaceae,0.000813096
Subgroup 9,0.000297142
Rhodoferax,0.000838489
Planctomicrobium,0.001499065
Betaproteobacteriales,0.004079776
Lysinibacillus,0.001224945
Pseudorhodobacter,0.000540514
Nannocystaceae,0.000812113
Arenicellaceae,6.86E-06
Francisellaceae bacterium,0.000717195
Arcobacter cryaerophilus,0.001472258
Taeseokella,0.001949771
Granulosicoccus,0.001294152
Marinobacter,4.48E-05
Bacteriovoracaceae,0.000623476
Anaerolineaceae,0.000748822
Clade I,0.001332877
Caedibacter caryophilus,0.002613584
Sediminibacterium,0.000752965
Halioglobus,0.000551618
Idiomarina,0.000489494
NS4 marine group,0.001021702
Haloferula,0.001528896
Xanthomonadaceae,0.001006331
Hirschia,0.001687933
