,PlasticTypeGeneral
Sphingobacteriales,0.066134473
Flavobacteriales,0.044833268
Chthoniobacterales,0.03543668
Sphingomonadales,0.029156592
Campylobacterales,0.050486398
Betaproteobacteriales,0.028421017
Rhizobiales,0.029281402
Chitinophagales,0.023868415
Micrococcales,0.026028239
Xanthomonadales,0.025002383
Alteromonadales,0.018996432
Corynebacteriales,0.045168591
Rhodobacterales,0.019270141
Myxococcales,0.019928741
Thiotrichales,0.020669809
Cytophagales,0.023925267
Pirellulales,0.011933023
Aeromonadales,0.022749196
Pseudomonadales,0.018034206
Bacteroidales,0.024963063
Nostocales,0.019022066
Cellvibrionales,0.022168516
Fusobacteriales,0.017151592
Alphaproteobacteria,0.013989414
Caulobacterales,0.006427798
Armatimonadales,0.018782625
Frankiales,0.016550333
Nitrospirales,0.014105289
Methylococcales,0.01277482
SBR1031,0.006315357
Enterobacteriales,0.011044111
Oceanospirillales,0.012116315
Reyranellales,0.009742553
Steroidobacterales,0.010337703
Ignavibacteriales,0.010757187
SAR11 clade,0.012200914
Clostridiales,0.009227941
Verrucomicrobiales,0.008628279
Thermales,0.005851843
Immundisolibacterales,0.009553316
Subgroup 6,0.005327858
Bacillales,0.00477553
Desulfobacterales,0.008781902
Verrucomicrobiae,0.00581108
Chloroflexales,0.009564805
Desulfovibrionales,0.005778396
Leptolyngbyales,0.004264139
Gammaproteobacteria,0.003239049
Selenomonadales,0.008479064
PB19,0.006291227
KD4-96,0.007378018
Azospirillales,0.003915428
Erysipelotrichales,0.004332868
Microtrichales,0.002445328
Thermoanaerobaculales,0.004408578
Bradymonadales,0.003324275
Gammaproteobacteria Incertae Sedis,0.008315972
Lactobacillales,0.004473141
Phormidesmiales,0.001853249
NB1-j,0.006413752
OPB56,0.00577703
Gemmatimonadales,0.004141665
Solibacterales,0.003879677
Tepidisphaerales,0.001076664
PeM15,0.004722402
Synechococcales,0.003942278
OLB14,0.005396515
Acidiferrobacterales,0.002556943
Deinococcales,0.002042675
Elsterales,0.001071388
Anaerolineales,0.002147478
Planctomycetales,0.001250829
Babeliales,0.00103474
Kineosporiales,0.001924169
Pseudanabaenales,0.001928902
SAR324 clade(Marine group B),0.001277889
Acetobacterales,0.002927927
Parcubacteria,0.000810536
Bdellovibrionales,0.001369207
EV818SWSAP88,0.000341618
Diplorickettsiales,0.000204619
Oxyphotobacteria Incertae Sedis,0.000342007
Oxyphotobacteria,7.81E-05
Nitrosococcales,0.000539523
Rickettsiales,0.000563831
vadinHA49,0.001353267
Solirubrobacterales,0.000464945
Rhodospirillales,0.000757684
Opitutales,0.000131676
PLTA13,0.000626958
Salinisphaerales,0.000536897
Spirochaetales,0.000226689
Leptospirales,0.00020416
Oligoflexales,5.86E-05
Desulfuromonadales,0.000144325
Acidithiobacillales,6.50E-05
V2072-189E03,0.000165063
Paracaedibacterales,0
Anaerolineae,0.000473318
Holophagales,6.92E-05
BRH-c20a,5.93E-05
Ardenticatenales,0
Thermomicrobiales,0
Pedosphaerales,0
Caedibacterales,0
Competibacterales,0
Gemmatales,0
Gitt-GS-136,0
Sericytochromatia,0
SepB-3,0
Propionibacteriales,0
Gracilibacteria,0.003105473
Score,0.71875
OOB_score,0.746031746
