,PlasticTypeGeneral
LD29,0.014645096
Methylacidiphilaceae,0.013029478
Isosphaeraceae,0.010983826
marine metagenome,0.013728197
Flavobacteriaceae,0.016224327
Terasakiellaceae,0.00864062
Pseudohongiella,0.00928651
Croceitalea,0.00065222
MWH-UniP1 aquatic group,0.011430943
CL500-3,0.013119449
Rhodobacteraceae,0.013834985
Methylotenera,0.005513853
Spongiibacterium,0.000198291
Candidatus Aquirestis,0.009944889
Pseudomonas,0.011224173
Prosthecobacter,0.009843537
Burkholderiaceae,0.010416472
Muricauda,0.003617932
Cyanobium PCC-6307,0.010761234
Flavobacterium,0.014113326
Bdellovibrio,0.004261797
Acinetobacter,0.009210717
Verrucomicrobiaceae,0.002571176
Brevundimonas,0.011071393
Vitellibacter,0.004067269
Sphingomonadaceae,0.008782404
Pseudanabaena PCC-7429,0.007431481
Mycobacterium,0.012731297
Aquimarina,0.00020075
OM190,0.008942147
Sphingobium,0.008750885
metagenome,0.008242688
Rubinisphaeraceae,0.008338949
Saprospiraceae,0.007627803
Saccharimonadales,0.002985414
hgcI clade,0.007728434
Hyphomonas,0.009014886
Aquabacterium,0.00507998
Shewanella,0.008416974
Bacteriovorax,0.002233562
Methylophaga,0.00535888
NS9 marine group,0.007660194
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.005934545
CL500-29 marine group,0.006435603
Aphanizomenon NIES81,0.004310936
Tistrella,0.005561257
Terrimonas sp. 16-45A,0.002329959
Leeuwenhoekiella,0.006038023
Alteromonadaceae,0.007383343
Caulobacter,0.003099167
Snowella 0TU37S04,0.005120171
NS3a marine group,0.006339111
Bradymonadales,0.006055893
Rheinheimera,0.006508932
Hydrogenophaga,0.003568344
SM1A02,0.003829805
Marinomonas,0.005502648
Albirhodobacter,0.005463476
Microbacteriaceae,0.006322796
Candidatus Nitrosopumilus,0.002492932
Gammaproteobacteria,0.006766675
OM27 clade,0.005394227
Algoriphagus,0.007784256
Pirellulaceae,0.006596803
Bacteroidia,0.005742754
Maribacter,0.002356266
Dadabacteriales,6.98E-05
Idiomarina,0.005071117
Salinirepens,0.005274925
RS62 marine group,0.005980206
Sphingobacteriaceae,0.002436861
Fluviicola,0.006146426
Sphingorhabdus,0.003933219
Pseudoxanthomonas,0.001825187
Urania-1B-19 marine sediment group,0.003746724
Candidatus Limnoluna,0.004839215
Lewinella,0.005116726
Devosia,0.007313348
NS11-12 marine group,0.004750979
Sporichthyaceae,0.00524608
SAR324 clade(Marine group B),0.006426466
Sphingobacterium,0.001623177
Gimesiaceae,0.007514587
SAR92 clade,0.004292594
Halieaceae,0.005389526
Chryseobacterium,0.00251231
Luteolibacter,0.005030051
Terrimicrobium,0.004448309
Thalassospira,0.003794938
Nodularia PCC-9350,0.003244928
DEV007,0.005514504
Aphanizomenon MDT14a,0.003161458
Robiginitalea,0.004641491
Vibrio,0.004714129
Candidatus Planktophila,0.003410756
CK06-06-Mud-MAS4B-21,0.003817905
Delftia,0.0024017
Roseivirga,0.00410109
Cryomorphaceae,0.004938274
Microbacterium,0.002392875
OM43 clade,0.00390966
Blastopirellula,0.005528675
Deltaproteobacteria bacterium SKP-2,0.00385795
Lutibacter,0.0027584
Ulvibacter,0.002585941
Stappiaceae,0.004830397
Chitinophagales,0.004722771
Cellvibrio,0.005428839
Actibacter,0.006238549
Aquicella,5.57E-06
SAR116 clade,0.003422971
Arcobacter,0.005806367
Pseudoalteromonas,0.004307792
Proteobacteria,0.00274019
Synechocystis PCC-6803,0.002360851
Cloacibacterium,0.001245223
Thiothrix,0.002590867
OM182 clade,0.003333694
Stenotrophomonas,0.000780488
Pirellula,0.005650982
JG36-TzT-191,0.003475808
Neptunomonas,0.004076447
AEGEAN-169 marine group,0.004065972
Trichococcus,0.001577418
SAR86 clade,0.003811667
Pedosphaeraceae,0.003681405
Saccharina japonica,0.000113564
Crocinitomix,0.004917065
NS5 marine group,0.003967109
Peredibacter,0.002737601
Aeromonas,0.002219638
Alcanivorax,0.00611563
Saccharospirillaceae,0.003099037
Hyphomonadaceae,0.004021916
Limnobacter,0.003246295
SAR11 clade,0.002058611
Haliangium,0.000846315
Ectothiorhodospirales,8.56E-06
Sphingomonas,0.002366621
Caldilineaceae,0.005046822
Rhodopirellula,0.002955848
Nisaea,0.002011422
Alteromonas,0.003155962
Silvanigrella,0.003124186
Stappia,0.002785866
Woeseia,5.69E-05
Pedobacter,0.005210933
Nitrosospira,3.94E-05
Thiohalophilus,4.38E-06
Magnetospiraceae,0.001911912
Sediminicola,0.002018062
Wandonia,0.002347999
Ruegeria,6.28E-05
Oceanobacter,0.002844115
Flavobacteriaceae bacterium HG732,3.48E-05
Hoeflea,0.003521795
Phenylobacterium,0.002852018
Streptococcus,0.000846912
Undibacterium,0.001603586
Clade III,0.002217702
Candidatus Megaira,0.004298947
Mesorhizobium,0.00149753
Aquimonas,0.003142738
Tenacibaculum,0.000645379
OM60(NOR5) clade,0.003673554
BD7-11,0.001779513
Legionellaceae,0.002129489
Bradyrhizobium,0.001932274
Rubritalea,0.000545261
Flavobacteriaceae bacterium LE20,0.002040803
Thalassotalea,0.002159333
Planktomarina,0.001960743
Lutimonas,0.003271767
Sphingopyxis,0.001485977
Deltaproteobacteria,0.002155624
mle1-27,0.003115252
Caulobacteraceae,0.006834824
Enterovibrio,0.00142341
Francisellaceae,0.002765153
Clade Ia,0.001375977
BD2-11 terrestrial group,0.000135716
Paraglaciecola,0.001256199
Runella,0.000672745
Ilumatobacter,0.003063594
Spongiibacteraceae,0.001916539
Arenimonas,0.001593073
Psychrobacter,0.001713227
