,PlasticTypeGeneral
Xanthomonadaceae,0.012351016
Microscillaceae,0.018022291
Sandaracinaceae,0.005445084
Acinetobacter,0.005928008
Methylomonaceae,0.006740245
Saccharopolyspora,0.022416732
S0134 terrestrial group,0.020124805
anaerobic digester metagenome,0.025408283
Rhodothermaceae,0.017890644
Dongia,0.012476897
Terrimonas,0.014556049
Chitinophagaceae,0.019756373
Pedobacter,0.024965195
Actinomadura,0.010740553
Actinobacteria,0.020767879
Methylocaldum,0.01299146
Parafilimonas,0
Niastella,0.005317657
Sphingomonadaceae,0.002823436
Devosia,0.022335403
Pseudomonas,0.010484224
Flavobacterium,0.022943528
Sphingomonas,0.008965492
Gaiella,0.031021644
Burkholderiaceae,0.010101454
Adhaeribacter,0.011999921
Ohtaekwangia,0.0180133
Brevundimonas,0.0252566
SWB02,0.010114086
Saccharomonospora,0.010412535
Chryseolinea,0.020520906
JG30-KF-CM45,0.028145963
Gitt-GS-136,0.016908943
Micrococcaceae,0.007475507
Flaviaesturariibacter,0.004757967
Azospirillaceae,0.008799105
Enterobacteriaceae,0.005587357
Chryseobacterium,0.011059225
Euzebyaceae,0.012422301
Actinophytocola,0.009239511
Gelidibacter,0.006014504
Rhizobiaceae,0.014255063
Rubellimicrobium,0.005123461
Defluviicoccus,0.019671293
Dokdonella,0.009159861
Lysobacter,0.008778023
Flavisolibacter,0.002277388
Skermanella,0.008539827
Blastococcus,0.005138168
Bacillus,0.012438545
Membranicola,0.014649945
Psychrobacter,0.009984657
Fodinicurvataceae,0.007891883
Microvirga,0.004293005
Kocuria,0.004145704
Streptomyces,0.004182353
Saprospiraceae,0.00725997
Nitrosomonas,0.005569014
Nocardioidaceae,0.012675815
AKYG1722,0.012071008
Persicitalea,0.007195887
Geminicoccaceae,0.011370071
Arenimonas,0.00772311
bacterium enrichment culture clone NCAAH 30N1,0.005939094
Flavitalea,0.016003231
bacterium enrichment culture clone D8,0.01238597
Blastocatellaceae,0.005713499
RB41,0.009941997
Frankiales,0.005853195
Halomonas,0.006602742
Cellvibrionaceae,0.002135383
Ochrobactrum,0.002916143
Microbacteriaceae,0.011760483
Blastocatella,0.005819875
Paracoccus,0.001901872
Algoriphagus,0.003737952
Cutibacterium,0.005868933
Gemmatimonas,0.003707744
Arthrobacter,0.005880572
Arachidicoccus,0.00574277
Arenibacter,0.003310825
Acetobacteraceae,0.003946552
Mycobacterium,0.003381353
Actinomarinales,0.007868094
Anseongella,0.001722273
Deinococcus,0.004004751
Cyclobacteriaceae,0.002750199
Cytophaga,0.001817786
Sphingobacterium,0.003589546
Sphingorhabdus,0.003664878
Galbibacter,0.000528651
BIrii41,0.000855432
Shewanella,0.006255499
Aequorivita,0.00334056
Polaromonas,0.003047224
Rhodothermus,0.000325702
Microtrichales,0.006069084
Oerskovia,0.00355
MWH-CFBk5,0.001549472
Rhodanobacteraceae,0.00846135
MND1,0.001503643
Rhodanobacter,0.002214743
Methylococcales,0.00022387
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.001840384
Obscuribacterales,5.72E-05
Cyclobacterium,0.001557795
Micromonospora,0.000165185
Alphaproteobacteria,0.001653134
OM60(NOR5) clade,0.000706454
Methylococcaceae,0.004275844
Ignavibacteriales,0.000468984
Gaiellales,0.005796376
Roseovarius,0.001530634
Micromonosporaceae,0.000248007
Reichenbachiella,0.000759868
Leifsonia,0.001573659
Pontibacter,0.002130077
Pseudolabrys,0.000812371
CCD24,0.000584931
Acanthopleuribacter,0.000244083
Pseudoxanthomonas,0
Massilia,0.005995147
Pseudofulvimonas,0.001470407
Saccharimonadaceae,0.002414083
Flavobacteriaceae,0.000888791
TRA3-20,0.000721536
Diplorickettsiaceae,0.002979582
Candidatus Alysiosphaera,0.001844774
Salinimicrobium,0.000560059
Afifella,0.003095546
Ulvibacter,0.000466932
NS9 marine group,0
Sphingobacterium jejuense,0.000371564
Altererythrobacter,0.000510207
Amycolatopsis,0
Candidatus Rhabdochlamydia,0.000176769
Nitrolancea,0
Cryomorpha,0.000383503
Truepera,7.85E-05
Olivibacter,0.000134169
Azospirillum,0
Aliihoeflea,0
Agromyces,0
Shinella,0
Aeromicrobium,0
Caulobacter,0
Cellulosimicrobium,0
Promicromonospora,0
Chujaibacter,0
Methylophilaceae,0
Methylococcus,0
Microbacterium,0
Modestobacter,0
Legionella,0
Rathayibacter,0
Leadbetterella,0
Reyranella,0
Kineococcus,0.000111269
Rhizobiales,0
Haliangium,0
Hahella,0
Gordonia,0
Glycomyces,0
Glutamicibacter,0
Ferruginibacter,0
Parapedobacter,0
Saccharimonadales,0
Nocardioides,0
Score,0.2
OOB_score,0.615384615
