,PlasticTypeGeneral
Gammaproteobacteria,0.098466418
Alphaproteobacteria,0.114449572
Planctomycetacia,0.063147167
Verrucomicrobiae,0.060367684
Bacteroidia,0.128252397
Oxyphotobacteria,0.056588591
Phycisphaerae,0.031191611
Chlamydiae,0.007107283
Deltaproteobacteria,0.036930792
Acidimicrobiia,0.052279959
OM190,0.007968716
Actinobacteria,0.020373092
Campylobacteria,0.048779951
Nitrososphaeria,0.010268208
Thermoplasmata,0.002874764
Thermotogae,0.007744746
Anaerolineae,0.015165769
Rhodothermia,0.018438067
Synergistia,0.005088566
Nitrospira,0.023498225
Proteobacteria,0.026610581
Aminicenantia,0.006206522
Bacilli,0.017423184
Marinimicrobia (SAR406 clade),0.025660758
Acidobacteriia,0.002803894
Clostridia,0.0079452
Dadabacteriia,0.010139591
BD2-11 terrestrial group,0.009255017
BD7-11,0.001580922
Entotheonellia,0.011950723
Parcubacteria,0.003662588
Leptospirae,0.001799687
Thermoanaerobaculia,0.00863642
Dehalococcoidia,0.00277386
Pla3 lineage,0.002196934
hydrothermal vent metagenome,0.003573544
Gracilibacteria,0.018107133
Hydrogenedentia,6.64E-05
Erysipelotrichia,0.001516068
Calditrichia,0.000397403
Planctomycetes,0.001382051
WPS-2,0.005863877
Negativicutes,0.003692441
Mollicutes,0.000576433
Fusobacteriia,0.001084507
Thermoleophilia,0.000373174
Kiritimatiellae,0.002529009
Nitrospinia,0.007396559
Zetaproteobacteria,4.97E-05
Latescibacteria,3.66E-05
JS1,0.005260242
Saccharimonadia,3.08E-05
Chloroflexia,0
Deinococci,0.000176405
Holophagae,6.80E-05
Ignavibacteria,3.33E-06
Spirochaetia,0.000182193
Blastocatellia (Subgroup 4),6.72E-06
Subgroup 9,0
Cloacimonadia,0
Babeliae,0
BRC1,0
Acidobacteria,0
NC10,0
Score,0.76371308
OOB_score,0.73628692
