,PlasticTypeGeneral
Clade I,0.021441348
Gimesiaceae,0.005081563
Thalassospira,0.005659371
Erythrobacter,0.02977869
HTCC5015,0.00489595
Rubinisphaeraceae,0.004491173
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.001927998
Arenicella,0.009075089
Alphaproteobacteria,0.018293928
Thalassobius,0.002231844
Clade II,0.013307076
Ochrobactrum,0.001394478
Hyphomonas,0.004265038
Alcanivorax,0.007297855
Hyphomonadaceae,0.005696062
Algiphilus,0.001570619
Oleiphilus,0.005048322
Rhodobacteraceae,0.011097496
Sva0996 marine group,0.007585271
Gammaproteobacteria,0.010725965
Lentimonas,0.015198164
SAR116 clade,0.013658347
Aestuariicella,0.003100257
Pseudophaeobacter,0.001586215
metagenome,0.002328261
OM190,0.001940958
SM1A02,0.00225981
DEV007,0.010667319
Pseudahrensia,0.005484407
Amorphus,0.001006476
Mesoflavibacter,0.001377428
Kordiimonas,0.001126663
Clade IV,0.01364519
Pseudofulvibacter,0.006902255
Blastopirellula,0.005664947
Methyloligellaceae,0.003867823
Hyphobacterium,0.001191567
Hoeflea,0.000535194
AEGEAN-169 marine group,0.016748159
Flavobacteriaceae,0.017756539
Loktanella,0.004852801
Pseudooceanicola,0.001296244
SS1-B-06-26,0.002318466
Tenacibaculum,0.006807198
Colwellia,0.002391818
Rhizobiaceae,0.010879692
Marinagarivorans,0.000695211
Roseibacillus,0.005572807
Cryomorphaceae,0.00668607
Phaeobacter,0.000884096
Sphingomonadaceae,0.007063339
Sulfitobacter,0.006388282
B2M28,0.011466982
Ruegeria,0.004220063
Aminicenantales,0.001697674
Hellea,0.004774509
ADurb.Bin120,0.001516896
Marinilabiliaceae,0.001763366
Clostridiisalibacter,0.001801521
Parvibaculaceae,0.009593123
Mesotoga,0.001931241
Marinobacter,0.004342212
Candidatus Amoebophilus,0.000227414
Peptostreptococcaceae,0.001800198
Thermovirga,0.001526017
Filomicrobium,0.00638198
Family XI,0.001865429
Alkaliphilus,0.001749638
Fluviicola,0.003800156
Thalassobaculum,0.001152631
Woeseia,0.007854005
Aliikangiella,0.000366193
Candidatus Nitrosopumilus,0.002442317
Sva1033,0.010115969
myxobacterium SIBN-17,0.00083567
Robiginitalea,0.0063452
Photobacterium,0.000666305
Ralstonia,0.006673046
Spongiibacteraceae,0.000294886
Pseudorhodobacter,0.000448089
Hydrogenophaga,0.000599114
Devosia,0.000925049
Oceanicella,0.007730749
marine metagenome,0.004248547
Vibrio,0.005971262
Alteromonas,0.003228594
Winogradskyella,0.006574525
Rickettsiales,0.00038509
Proteobacteria,0.007768435
Clostridiales,0.00148989
unidentified archaeon,0.000615269
Burkholderiaceae,0.003320298
Glaciecola,0.001007947
Cocleimonas,0.008888144
Blastomonas,0.00050403
SC103,0.00144828
Persicirhabdus,0.012598302
Corallibacter,0.000808667
Spongiibacterium,0.00083401
Aquimarina,0.000790655
Dadabacteriales,0.002465241
Nitrincolaceae,0.000274022
Pirellula,0.000575376
Bryobacter,0.000498193
Alkalibacter,0.001109906
Ascidiimonas,0.00028434
Flectobacillus,0.00040033
Marine Group II,0.000348931
Lewinella,0.003705789
Brassicibacter,0.001211971
UBA10353 marine group,0.001441302
Dokdonia,0.0020591
Saprospiraceae,0.007983478
Pseudoalteromonas,0.004337928
Micavibrionaceae,0.00220226
Candidatus Actinomarina,0.003223753
Lentilitoribacter,0.001321791
Nannocystaceae,0.00145961
Candidatus Puniceispirillum,0.003050144
Lishizhenia,0.000699618
Microtrichaceae,0.002283688
Caldilineaceae,0.002810162
CL500-3,0.000856935
Marinoscillum,0.000784708
Amylibacter,0.006226521
Roseobacter clade NAC11-7 lineage,0.001967054
Anaerolineae,0.002939184
Litoreibacter,0.002578807
Stenotrophomonas,0.000438802
BD2-11 terrestrial group,0.002505121
Marinimicrobia (SAR406 clade),0.004568153
Shewanella,0.002262693
Muriicola,0.005467604
Synechococcus CC9902,0.005031488
Desulfotignum,0.000944727
Maricaulis,0.000833886
Desulfofustis,0.000557291
Sulfurovum,0.00691743
Psychrobacter,0.005838097
Leisingera,0.000465506
pItb-vmat-80,0.003233448
Coraliomargarita,0.004211162
Nitrospira,0.005196387
Candidatus Entotheonella,0.003074988
Pirellulaceae,0.006122405
Methylobacterium,0.000407439
Subgroup 10,0.002225669
Caulobacter,0.000558494
Nostocales,0.000230892
Granulosicoccus,0.000396823
Pelobacter,0.000821324
Nitrosospira,0.002895867
Salinirepens,0.001703458
Anderseniella,0.001643207
Parvibaculum,0.000620388
Sphingorhabdus,0.002734288
Alkalimarinus,0.001275874
bacterium enrichment culture clone AOM-SR-B13,0.000692112
RBG-16-49-21,0.00028064
Methyloversatilis,0.00027011
Rubritalea,0.001096773
Muricauda,0.002514811
benzene mineralizing consortium clone SB-1,0.000441056
Rubripirellula,0.004312748
Phormidesmis ANT.LACV5.1,0.003331666
Labrenzia,0.00071439
FS142-36B-02,0.003307129
Nereida,0.000339597
Puniceispirillales,0.000221068
NS5 marine group,0.004075115
NS4 marine group,0.004074388
Flavobacteriales,0.00045763
Parasphingopyxis,0.000973024
Pleurocapsa PCC-7319,0.002963706
Planktomarina,0.004738638
Candidatus Aquirestis,0.000186319
Maritimimonas,0.004555322
Pelolinea,0.000515839
KI89A clade,0.000446432
unidentified marine bacterioplankton,0.002544888
Vibrionaceae,0.000197952
Halovulum,0.002157338
Rhodobacterales bacterium JY-7,0.003175105
Maribacter,0.002836188
Pseudohongiella,0.003592781
Litorimonas,0.000957318
Flavobacterium,0.001499806
Hyphomicrobiaceae,0.001094322
Robiginitomaculum,0.006736482
Prolixibacteraceae,0.000569125
Dethiosulfatibacter,0.000608708
Acidimicrobiia,0.001158763
Simkaniaceae,0.000234674
Intrasporangiaceae,9.51E-05
Pseudoteredinibacter,5.84E-05
Croceitalea,0.001566732
OM60(NOR5) clade,0.002281178
Sargassum vachellianum,0.000268078
Flavirhabdus,0.001972656
Gordonia,0.00058102
Desulfobacteraceae,0.000665429
Oleibacter,0.001909165
Ilumatobacter,0.005723864
Algimonas,0.001629555
Methylotenera,0.004062277
Stappia,0.000485841
Moraxellaceae,0.000995324
Aquibacter,0.001483205
Marinilabilia,0.000268619
Algibacter,0.003400345
Unknown Family,0.003680006
Cutibacterium,0.00027212
BD7-11,0.000254649
Crocinitomix,0.002284674
Cycloclasticus,0.000161551
Nisaea,0.000391079
Massilia,0.000153802
Lachnospiraceae,0.000378845
Planktotalea,0.001490981
Sedimentitalea,0.000194028
Oleispira,0.002926977
Bythopirellula,5.33E-05
Thioalkalispira,0.000507007
UBA4486,0.000171497
SAR86 clade,0.004328093
Marinicella,0.000814087
[Desulfobacterium] catecholicum group,0.001759167
Microtrichales,0.000212491
Halomonas,0.002145517
SAR202 clade,0.000420707
Eudoraea,0.002190633
Nitrosopumilaceae,2.02E-05
Turicibacter,0.000182024
Gilvibacter,0.000492805
Defluviitaleaceae UCG-011,0.000246921
Desulfobulbaceae,0.001044649
unidentified marine eubacterium,0.002919411
Tateyamaria,0.003096075
Enhydrobacter,0.000636299
Aquabacterium,0.000299605
Rivularia PCC-7116,0.002604321
Ponticaulis,0.00063576
OM182 clade,0.001319984
OCS116 clade,0.000890782
Schizothrix LEGE 07164,0.001803347
Rickettsiaceae,6.80E-06
Balneola,0.001833294
NS2b marine group,0.003080428
Deltaproteobacteria,0.000251712
OM43 clade,0.003110358
Henriciella,0.000802281
Bizionia,0.000535899
Pseudomonas,0.001496248
Aurantivirga,0.003424306
Saccharospirillaceae,0.001491937
Sphingobium,0.000710782
Marine Methylotrophic Group 2,0.007747178
Marinomonas,0.00329866
Pontivivens,0.000283133
