,PlasticTypeGeneral
Betaproteobacteriales,0.025831899
Isosphaerales,0.02154262
Methylacidiphilales,0.024771962
Pseudomonadales,0.025935041
Flavobacteriales,0.030371536
Bdellovibrionales,0.02098559
Sphingomonadales,0.023309389
Micrococcales,0.021258938
Chthoniobacterales,0.021712619
Rhodobacterales,0.027951548
marine metagenome,0.023408869
Oceanospirillales,0.018307452
Sphingobacteriales,0.021682084
Phycisphaerales,0.017494499
Synechococcales,0.02096958
Corynebacteriales,0.019843017
Saccharimonadales,0.0068901
Alteromonadales,0.020024969
Planctomycetales,0.019409796
Microtrichales,0.018264411
Nitrosopumilales,0.006382358
Nostocales,0.015199538
Pirellulales,0.019743245
Rhodospirillales,0.017211665
Cytophagales,0.020195367
Cellvibrionales,0.022441382
Caulobacterales,0.024541397
OM190,0.020975234
Verrucomicrobiales,0.020171105
Rhizobiales,0.019769813
Frankiales,0.016827828
Tistrellales,0.009355154
Chitinophagales,0.0219858
Pseudanabaenales,0.015768922
Gammaproteobacteria,0.019012214
Bradymonadales,0.011565797
Dadabacteriales,0.000310674
Rickettsiales,0.012521476
Thiotrichales,0.006978537
Nitrosococcales,0.009605382
Xanthomonadales,0.013324732
Vibrionales,0.010976723
SAR324 clade(Marine group B),0.009922226
Campylobacterales,0.011603123
Aeromonadales,0.008368506
Lactobacillales,0.003029602
Myxococcales,0.010734817
Thalassobaculales,0.003906838
BD2-11 terrestrial group,0.000489952
Bacteroidia,0.010235032
Bacteroidales,0.005980557
Pedosphaerales,0.006141547
Balneolales,0.006632671
SAR86 clade,0.007167182
Steroidobacterales,0.004587688
Oligoflexales,0.008219913
SAR11 clade,0.006187958
Puniceispirillales,0.005324539
BD7-11,0.00428759
OM182 clade,0.005271461
JG36-TzT-191,0.007127556
Proteobacteria,0.006502563
Diplorickettsiales,3.76E-05
Legionellales,0.005213206
Deltaproteobacteria,0.005311676
Francisellales,0.004777767
Caldilineales,0.008415435
Alphaproteobacteria,0.000402523
CCM11a,0.000399187
Gammaproteobacteria Incertae Sedis,0.004331112
Ectothiorhodospirales,0.000401895
Caedibacterales,0.002977512
Kordiimonadales,0.001988046
Subgroup 9,0.002002517
Holosporales,0.003089189
Enterobacteriales,0.002441994
Desulfobacterales,0.004127542
NB1-j,0.000484144
Babeliales,0.002621272
Arenicellales,0.003335833
PeM15,0.001994357
Bacillales,0.002568008
Fusobacteriales,0.00048458
B2M28,0.001218912
Thiohalorhabdales,0.003460927
Obscuribacterales,0.00239066
Absconditabacteriales (SR1),0.001548997
Chlamydiales,0.001059182
Brachyspirales,0.000221895
Ga0077536,0.001019594
PB19,0.001014272
metagenome,0.001467222
Opitutales,0.003001877
Propionibacteriales,0.001860275
Anaerolineales,0.002449252
Run-SP154,0.001714418
Micavibrionales,0.002350572
Caldisericales,0.000773397
OPB56,0.001209528
Competibacterales,0.001802584
Gracilibacteria,0.001002992
SBR1031,0.000696102
Actinomarinales,0.000719528
Caenarcaniphilales,0.000349482
Rhodothermales,0.001624212
Vampirovibrionales,0.000659675
PLTA13,0.000465473
Aminicenantales,0.000308154
Deinococcales,0.001271016
saltmarsh clone LCP-67,0.000688829
Desulfuromonadales,0.000187735
Methanomassiliicoccales,0.000182287
Desulfovibrionales,0.000504975
Ignavibacteriales,0.000287575
Bathyarchaeia,0.000108324
Hyaloperonospora arabidopsidis,0.000754337
Candidatus Nomurabacteria,0.001738938
BD7-8,0
Aegiribacteria,9.15E-05
Subgroup 17,0.00060485
UBA10353 marine group,0.001343213
Latescibacteria,0.000127396
Thermoanaerobaculales,4.29E-05
Thermodesulfovibrionia,0.000210852
Methanosarcinales,0.001044266
Armatimonadales,9.81E-05
Beggiatoales,0.000217269
Subgroup 22,6.91E-05
Clostridiales,0.000412031
KI89A clade,2.47E-05
Lokiarchaeia,6.42E-05
Paracaedibacterales,0.000398311
Nitrospirales,0.000476211
Desulfarculales,6.01E-05
Blastocatellales,0.000235367
Marine Group II,4.11E-05
Phormidesmiales,0.000174177
Leptospirales,6.14E-06
Gastranaerophilales,0.000166359
Anaerolineae,1.46E-06
Ardenticatenales,1.18E-05
Spirochaetales,3.04E-06
Methylococcales,4.21E-06
BRC1,0
Asgardaeota,0
Bacteroidetes VC2.1 Bac22,0
Zixibacteria,0
Thiomicrospirales,0
UBA4486,0
Thermomicrobiales,0
WCHB1-41,0
Woesearchaeia,0
Omnitrophicaeota,0
Syntrophobacterales,1.23E-06
Subgroup 18,0
Chromatiales,0
OPB41,0
Solibacterales,0
Sericytochromatia,0
Fibrobacterales,0
Gaiellales,0
Hydrogenedentiales,0
Kineosporiales,0
Latescibacterales,0
RBG-13-54-9,0
Mariprofundales,0
Planctomycetes,0
Micrarchaeia,0
MSBL9,0
Score,0.401960784
OOB_score,0.396039604
