,PlasticTypeGeneral
Thalassospira,0.006314156
Clade I,0.021519965
HTCC5015,0.003331219
Gimesiaceae,0.004532543
Rubinisphaeraceae,0.004542884
Arenicella,0.009338961
Ochrobactrum,0.002471751
Alphaproteobacteria,0.018209121
Erythrobacter,0.027225181
Alcanivorax,0.007490554
Hyphomonas,0.004529967
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.003679457
Oleiphilus,0.005354725
Clade II,0.013756458
Algiphilus,0.001686168
OM190,0.00140909
Mesoflavibacter,0.001373259
Rhodobacteraceae,0.011628551
Thalassobius,0.002977762
Gammaproteobacteria,0.010215521
Sva0996 marine group,0.007994423
Pseudophaeobacter,0.002296553
SM1A02,0.00227961
Hyphomonadaceae,0.005171716
Pseudofulvibacter,0.006826277
Marinobacter,0.004611849
Aestuariicella,0.002018156
Lentimonas,0.015524986
SAR116 clade,0.015417976
Glaciecola,0.00138284
Kordiimonas,0.001376189
Pseudooceanicola,0.001266943
Flavobacteriaceae bacterium D11-24b1,0.001422982
Methyloligellaceae,0.003662752
Hyphobacterium,0.001311678
Colwellia,0.001703748
Pseudahrensia,0.005823117
Mesotoga,0.001552816
Loktanella,0.005003318
DEV007,0.014228247
Blastopirellula,0.005601292
Parvibaculaceae,0.010031254
Family XI,0.001933752
bacterium 2BP-7,0.001762363
Aminicenantales,0.001060134
SS1-B-06-26,0.002440852
Sulfitobacter,0.005867391
metagenome,0.00121871
Photobacterium,0.000384991
Amorphus,0.001096996
Thermovirga,0.001226379
Ruegeria,0.003734376
Rhizobiaceae,0.012139525
Peptostreptococcaceae,0.001235053
Firmicutes bacterium 1229-1IIA,0.001132076
ADurb.Bin120,0.001253596
AEGEAN-169 marine group,0.016721402
Marinilabiliaceae,0.001483736
Filomicrobium,0.006306869
Flavobacteriaceae,0.0158965
Phaeobacter,0.000472027
microbial mat metagenome,0.000364833
Rickettsiales,0.000575773
Cryomorphaceae,0.006305713
Tenacibaculum,0.006267249
Spongiibacterium,0.000808116
bacterium YC-ZSS-LKJ129,0.001253376
Winogradskyella,0.007177833
Candidatus Nitrosopumilus,0.002335731
Sphingomonadaceae,0.00656095
Aliikangiella,0.000291918
Litorimonas cladophorae,0.000207085
Desulfotignum,0.000698163
Clostridiales,0.00103213
Fluviicola,0.003947528
SC103,0.001233544
Thalassobaculum,0.000817109
Sva1033,0.009369103
Woeseia,0.008111712
Roseibacillus,0.005597588
Vibrio,0.007492353
Croceitalea sp. CBA3206,0.000308367
Proteobacteria,0.008307607
Hoeflea,0.001085647
Alteromonas,0.002716166
myxobacterium SIBN-17,0.000846527
Hellea,0.00392289
Cocleimonas,0.008093858
Burkholderiaceae,0.003120875
Devosia,0.000943229
Pseudorhodobacter,0.000644939
Leisingera,0.000315756
marine metagenome,0.004149416
B2M28,0.011918302
Clade IV,0.015327999
Blastomonas,0.000650096
Brassicibacter,0.000730988
Bryobacter,0.000702941
Oceanicella,0.008950786
Lentilitoribacter,0.000957541
Rhizobium rhizogenes,0.000729511
Ralstonia,0.005911193
Nostocales,0.000192995
Amylibacter,0.007431883
Stappia,0.000560753
Hydrogenophaga,0.000677849
Ascidiimonas,0.000250617
marine bacterium CON-A2,0.000564725
Nitrincolaceae,0.000227582
Dokdonia,0.001767176
Anderseniella,0.001368443
Labrenzia,0.000727836
Acinetobacter radioresistens,0.00053797
Salinirepens,0.001252882
unidentified archaeon,0.000232312
Lewinella,0.003029849
Marinagarivorans,0.000420793
Marinimicrobia (SAR406 clade),0.003839811
Marine Group II,0.000240213
Dadabacteriales,0.002661451
Prolixibacteraceae,0.000487077
Robiginitalea,0.006562219
Saprospiraceae,0.006668269
CL500-3,0.001046103
Alkalibacter,0.000712222
Lishizhenia tianjinensis,0.000522698
Shewanella,0.001223945
Caulobacter,0.00055387
Nitrosospira,0.002777515
Persicirhabdus,0.013601136
Roseobacter clade NAC11-7 lineage,0.001625566
Pseudoalteromonas,0.003670568
Flectobacillus,0.000553002
Puniceispirillales,4.20E-05
Sulfurovum,0.008667704
Candidatus Actinomarina,0.003300121
BD2-11 terrestrial group,0.002366735
Oleibacter,0.001931554
Maricaulis,0.001315578
Granulosicoccus,0.000376663
Pelobacter,0.00039928
Synechococcus CC9902,0.005053259
Spongiibacteraceae,0.000318653
UBA10353 marine group,0.001573078
Pirellula,0.000657408
pItb-vmat-80,0.002860422
Nitrospira,0.005361544
Candidatus Puniceispirillum,0.003347933
Nannocystaceae,0.001056898
Caldilineaceae,0.002582726
Colwellia sp. An23,0.000824618
Psychrobacter,0.004901873
Micavibrionaceae,0.002060775
bacterium enrichment culture clone AOM-SR-B13,0.000436992
Desulfofustis,0.00057884
Pirellulaceae,0.006447785
Litoreibacter,0.002522119
unidentified marine bacterioplankton,0.002789388
Dethiosulfatibacter,0.000608894
Parvibaculum,0.000496555
Aquimarina,0.000941774
Vibrionaceae,0.000188839
Nitrosopumilaceae,3.97E-05
Muriicola,0.004928032
Marinoscillum luteum,0.000472393
Rubritalea,0.001173782
Anaerolineae,0.002661631
Methyloversatilis,0.000299405
Muricauda,0.003052182
Desulfobacteraceae,0.000444957
Simkaniaceae,0.000320135
Halovulum,0.001908865
Hyphomicrobiaceae,0.001398774
Microtrichaceae,0.002311717
Rubripirellula,0.005643432
Maribacter,0.002489035
Intrasporangiaceae,4.42E-05
Coraliomargarita,0.002791441
benzene mineralizing consortium clone SB-1,0.000430514
RBG-16-49-21,0.000258835
KI89A clade,0.000258543
Nereida,0.000278057
Aquabacterium citratiphilum,0.000183483
Flavobacteriales,0.000402968
Cycloclasticus,6.39E-05
_Marinimicrobia (SAR406 clade),0.001693433
Flavirhabdus,0.0021734
Subgroup 10,0.0021436
Stenotrophomonas,0.000741816
NS5 marine group,0.004786892
Sphingorhabdus,0.002198208
Gordonia,0.000428498
Phormidesmis ANT.LACV5.1,0.003906826
Pleurocapsa PCC-7319,0.003296248
Rhodobacterales bacterium JY-7,0.003884687
Planktomarina,0.005101042
Sedimentitalea,0.000112277
Methylobacterium,0.000634062
Candidatus Entotheonella,0.002824237
NS4 marine group,0.005482483
Pseudohongiella,0.003397857
Planktotalea,0.001650955
Maritimimonas,0.003536532
Sargassum vachellianum,0.000285334
OM60(NOR5) clade,0.002319185
Candidatus Midichloria,0.000205494
Alkalimarinus,0.001028591
Alviniconcha sp. gill symbiont,0.000284489
Pelolinea,0.000204108
Croceitalea,0.00179544
FS142-36B-02,0.00284517
Microtrichales,0.000312483
Gilvibacter,0.000384123
Robiginitomaculum,0.00637796
Parasphingopyxis,0.00137003
Methylotenera,0.004104686
Ahrensia sp. R2A130,0.001966158
Amylibacter sp. ECD29,0.000535731
hydrothermal vent metagenome,0.000678483
Marinilabilia nitratireducens,0.00029935
Saccharospirillaceae,0.001460936
Thioalkalispira,0.000375338
Unknown Family,0.003715365
Candidatus Aquirestis,0.000252048
Defluviitaleaceae UCG-011,0.000292103
BD7-11,0.000232818
